id,contig,start,end,strand,function_num
WP_000725802.1,NC_002745.2,2146083,2146955,-,11
WP_000483153.1,NC_002745.2,2147041,2147682,-,11
WP_001108483.1,NC_002745.2,2147684,2148475,-,11
WP_000594954.1,NC_002745.2,2148459,2149289,-,11
WP_000396077.1,NC_002745.2,2149282,2149971,-,11
WP_000752005.1,NC_002745.2,2150358,2151053,-,11
WP_000932694.1,NC_002745.2,2151442,2151837,-,11
WP_000846746.1,NC_002745.2,2152031,2152471,+,11
WP_000447678.1,NC_002745.2,2152530,2152970,-,11
WP_000358006.1,NC_002745.2,2153004,2154269,-,11
WP_000384523.1,NC_002745.2,2154380,2154613,-,11
WP_001790611.1,NC_002745.2,2154745,2154837,-,11
WP_001094394.1,NC_002745.2,2155175,2155579,-,11
WP_000511135.1,NC_002745.2,2155599,2157011,-,11
WP_000157603.1,NC_002745.2,2157033,2157899,-,11
WP_000974881.1,NC_002745.2,2157930,2159438,-,11
WP_000241344.1,NC_002745.2,2159460,2159999,-,11
WP_000140679.1,NC_002745.2,2159999,2160520,-,11
WP_001048816.1,NC_002745.2,2160718,2160930,-,11
WP_000349655.1,NC_002745.2,2160973,2161701,-,8
WP_001801792.1,NC_002745.2,2161722,2162174,-,8
WP_000723418.1,NC_002745.2,2162242,2163369,-,11
WP_000048712.1,NC_002745.2,2163393,2164022,-,11
WP_000120494.1,NC_002745.2,2164050,2165288,-,11
WP_000654184.1,NC_002745.2,2165315,2165839,-,11
WP_000697334.1,NC_002745.2,2165946,2166365,-,6
WP_000379895.1,NC_002745.2,2166362,2167408,-,11
WP_000248732.1,NC_002745.2,2167492,2168328,-,6
WP_000460242.1,NC_002745.2,2168315,2169391,-,5
WP_000273358.1,NC_002745.2,2169392,2169991,-,11
WP_000808968.1,NC_002745.2,2170338,2170592,-,11
WP_001115097.1,NC_002745.2,2170710,2172026,-,11
WP_001206093.1,NC_002745.2,2172273,2173700,-,11
WP_000451438.1,NC_002745.2,2173938,2174273,-,7
WP_000046602.1,NC_002745.2,2174362,2175621,-,11
WP_001131841.1,NC_002745.2,2176087,2176947,-,11
WP_000036002.1,NC_002745.2,2177165,2177686,+,11
WP_000159960.1,NC_002745.2,2177795,2179405,-,11
WP_000701483.1,NC_002745.2,2179741,2180271,-,11
WP_001040743.1,NC_002745.2,2180383,2181243,-,11
WP_000862728.1,NC_002745.2,2181668,2182471,+,11
WP_000120549.1,NC_002745.2,2182602,2183273,-,11
WP_000183717.1,NC_002745.2,2183672,2184865,-,11
WP_001291497.1,NC_002745.2,2184865,2186049,-,6
WP_000164421.1,NC_002745.2,2186360,2186830,+,11
WP_001024035.1,NC_002745.2,2186982,2187332,-,11
WP_001242311.1,NC_002745.2,2187346,2188647,-,11
WP_001083318.1,NC_002745.2,2188926,2189588,-,11
WP_000160304.1,NC_002745.2,2189902,2190612,+,11
WP_000070866.1,NC_002745.2,2190733,2191176,-,11
WP_001123303.1,NC_002745.2,2191376,2191789,-,11
WP_000123398.1,NC_002745.2,2192246,2193619,-,11
WP_000808817.1,NC_002745.2,2194291,2194521,-,1
WP_001127960.1,NC_002745.2,2194552,2195490,-,11
WP_001024095.1,NC_002745.2,2195926,2196591,-,11
WP_000003759.1,NC_002745.2,2196743,2197063,+,9
WP_000019734.1,NC_002745.2,2197065,2198042,+,8
WP_001092058.1,NC_002745.2,2198997,2199659,-,6
WP_010959190.1,NC_002745.2,2200051,2200110,+,9
WP_001072201.1,NC_002745.2,2200193,2200924,+,11
WP_000067268.1,NC_002745.2,2201050,2201832,-,11
WP_000361059.1,NC_002745.2,2201983,2202360,-,7
WP_001557544.1,NC_002745.2,2202367,2204259,-,4
WP_000868132.1,NC_002745.2,2204256,2205341,-,10
WP_001802298.1,NC_002745.2,2206544,2206648,-,9
WP_001792784.1,NC_002745.2,2207328,2207486,+,9
WP_000370925.1,NC_002745.2,2208144,2209001,-,11
WP_000908182.1,NC_002745.2,2209069,2209851,-,11
WP_000334463.1,NC_002745.2,2210083,2211888,-,6
WP_000083807.1,NC_002745.2,2212569,2214107,+,11
WP_000927371.1,NC_002745.2,2214142,2216274,+,9
WP_001292149.1,NC_002745.2,2216286,2216720,+,5
WP_000648723.1,NC_002745.2,2216720,2217826,+,11
WP_001048266.1,NC_002745.2,2218145,2225590,-,11
WP_000521495.1,NC_002745.2,2225868,2227223,-,11
WP_000894032.1,NC_002745.2,2227250,2228182,-,11
WP_000347896.1,NC_002745.2,2228184,2228993,-,9
WP_000167867.1,NC_002745.2,2229182,2230090,-,11
WP_000958531.1,NC_002745.2,2236331,2237395,-,11
WP_001141007.1,NC_002745.2,2237543,2238985,-,8
WP_000636857.1,NC_002745.2,2239308,2239781,-,11
WP_001237506.1,NC_002745.2,2239880,2241223,-,9
WP_000047255.1,NC_002745.2,2241400,2242083,-,8
WP_000884735.1,NC_002745.2,2242102,2243289,-,11
WP_000147095.1,NC_002745.2,2243333,2243848,-,11
WP_001251935.1,NC_002745.2,2244025,2244285,+,11
WP_001549577.1,NC_002745.2,2244354,2245724,-,8
WP_000989088.1,NC_002745.2,2245960,2246928,-,11
WP_000974909.1,NC_002745.2,2246925,2247956,-,11
WP_001214661.1,NC_002745.2,2247968,2248951,-,11
WP_001789076.1,NC_002745.2,2249117,2249242,+,9
WP_000951624.1,NC_002745.2,2249343,2250413,-,4
WP_000262640.1,NC_002745.2,2250420,2252177,-,11
WP_000170400.1,NC_002745.2,2252164,2253357,-,8
WP_001052571.1,NC_002745.2,2253459,2255435,+,11
WP_000215236.1,NC_002745.2,2255596,2256105,-,11
WP_000002683.1,NC_002745.2,2256168,2256407,-,1
WP_000825819.1,NC_002745.2,2256420,2256956,-,11
WP_000792342.1,NC_002745.2,2257131,2258693,-,8
WP_000781951.1,NC_002745.2,2259001,2260008,-,11
WP_001180222.1,NC_002745.2,2260243,2261244,-,11
WP_000719329.1,NC_002745.2,2261522,2262391,-,11
WP_000169224.1,NC_002745.2,2262657,2264069,-,11
WP_000983324.1,NC_002745.2,2264087,2265799,-,11
WP_001078309.1,NC_002745.2,2265805,2266116,-,9
WP_000047009.1,NC_002745.2,2266138,2267118,-,4
WP_000604134.1,NC_002745.2,2267122,2268054,-,11
WP_000684743.1,NC_002745.2,2268067,2268582,-,11
WP_000974608.1,NC_002745.2,2268598,2269026,-,11
WP_001032746.1,NC_002745.2,2269393,2270148,-,11
WP_001557494.1,NC_002745.2,2270390,2271130,+,6
WP_001791678.1,NC_002745.2,2271167,2271328,+,11
WP_000875476.1,NC_002745.2,2271415,2271618,-,9
WP_001015500.1,NC_002745.2,2271851,2272699,-,11
WP_000850015.1,NC_002745.2,2272769,2273185,-,9
WP_072398278.1,NC_002745.2,2273429,2273596,+,9
WP_000222267.1,NC_002745.2,2273593,2276022,+,11
WP_001044441.1,NC_002745.2,2276082,2276936,-,6
WP_000044362.1,NC_002745.2,2277147,2277962,-,11
WP_000769705.1,NC_002745.2,2278257,2278682,+,1
WP_000186134.1,NC_002745.2,2279066,2279770,-,6
WP_000130149.1,NC_002745.2,2279807,2281471,-,11
WP_000655241.1,NC_002745.2,2281965,2282147,-,9
WP_000411031.1,NC_002745.2,2282721,2283737,-,11
WP_000381244.1,NC_002745.2,2283982,2284611,-,11
WP_000812686.1,NC_002745.2,2284611,2285258,-,11
WP_001797059.1,NC_002745.2,2285338,2285586,-,4
WP_001796353.1,NC_002745.2,2287213,2287344,-,9
WP_001792139.1,NC_002745.2,2287533,2287859,-,4
WP_078367953.1,NC_002745.2,2288255,2288422,+,11
WP_000748518.1,NC_002745.2,2288704,2289651,+,9
WP_001790547.1,NC_002745.2,2289829,2290221,-,3
WP_001250038.1,NC_002745.2,2290241,2290678,-,11
WP_001221853.1,NC_002745.2,2290918,2291721,-,11
WP_000791620.1,NC_002745.2,2291726,2292532,-,9
WP_000155386.1,NC_002745.2,2292522,2293382,-,11
WP_000389658.1,NC_002745.2,2293379,2294188,-,8
WP_000542274.1,NC_002745.2,2294726,2295094,-,7
WP_000569649.1,NC_002745.2,2295111,2296055,-,11
WP_000101625.1,NC_002745.2,2296130,2296519,-,3
WP_000090796.1,NC_002745.2,2296543,2296908,-,3
WP_000868342.1,NC_002745.2,2296931,2297044,-,9
WP_001118443.1,NC_002745.2,2297076,2297294,-,11
WP_001021468.1,NC_002745.2,2297487,2298134,-,11
WP_000616784.1,NC_002745.2,2298151,2299443,-,11
WP_000766074.1,NC_002745.2,2299443,2299883,-,3
WP_001096577.1,NC_002745.2,2299900,2300079,-,7
WP_000113851.1,NC_002745.2,2300096,2300596,-,3
WP_000623881.1,NC_002745.2,2300617,2300976,-,11
WP_000091975.1,NC_002745.2,2301007,2301543,-,11
WP_000178881.1,NC_002745.2,2301568,2301966,-,11
WP_001140799.1,NC_002745.2,2301998,2302183,-,11
WP_001080824.1,NC_002745.2,2302206,2302745,-,11
WP_000547687.1,NC_002745.2,2302772,2303089,-,11
WP_000615921.1,NC_002745.2,2303125,2303493,-,11
WP_000004085.1,NC_002745.2,2303525,2303788,-,11
WP_000644737.1,NC_002745.2,2303812,2304021,-,9
WP_000926310.1,NC_002745.2,2304011,2304445,-,3
WP_000529877.1,NC_002745.2,2304448,2305101,-,11
WP_000387527.1,NC_002745.2,2305125,2305478,-,11
WP_000124353.1,NC_002745.2,2305507,2305785,-,11
WP_000985472.1,NC_002745.2,2305852,2306685,-,11
WP_000388082.1,NC_002745.2,2306718,2306993,-,11
WP_000024827.1,NC_002745.2,2306993,2307616,-,11
WP_000160212.1,NC_002745.2,2307643,2308305,-,11
WP_001118667.1,NC_002745.2,2308333,2308641,-,11
WP_000788443.1,NC_002745.2,2308998,2309387,+,8
WP_000800700.1,NC_002745.2,2309578,2310912,-,11
WP_000838479.1,NC_002745.2,2311025,2313160,-,4
WP_031761989.1,NC_002745.2,2313186,2313269,-,9
WP_000029536.1,NC_002745.2,2313335,2314222,+,11
WP_001159898.1,NC_002745.2,2314403,2315266,+,11
WP_001792137.1,NC_002745.2,2315383,2315514,-,9
WP_000139181.1,NC_002745.2,2315921,2316829,-,8
WP_000051210.1,NC_002745.2,2316962,2317126,+,9
WP_001161085.1,NC_002745.2,2317371,2317688,+,8
WP_000592307.1,NC_002745.2,2317872,2321039,-,11
WP_000413862.1,NC_002745.2,2321156,2322421,-,11
WP_001549681.1,NC_002745.2,2322810,2323061,+,8
WP_000600967.1,NC_002745.2,2323053,2323817,-,6
WP_000951058.1,NC_002745.2,2323979,2324419,+,7
WP_000184404.1,NC_002745.2,2324412,2325623,+,9
WP_000066900.1,NC_002745.2,2325725,2326075,-,11
WP_001792132.1,NC_002745.2,2326201,2326386,+,11
WP_000230173.1,NC_002745.2,2326652,2327674,-,11
WP_000643986.1,NC_002745.2,2327694,2328293,-,11
WP_000866971.1,NC_002745.2,2328300,2328533,-,11
WP_000808495.1,NC_002745.2,2328539,2328985,-,11
WP_000602950.1,NC_002745.2,2328999,2329484,-,11
WP_000259717.1,NC_002745.2,2329481,2330740,-,11
WP_000134526.1,NC_002745.2,2330803,2331297,+,11
WP_000503822.1,NC_002745.2,2331299,2331805,-,11
WP_000076930.1,NC_002745.2,2331836,2332840,-,11
WP_000913024.1,NC_002745.2,2333010,2333615,-,11
WP_001113093.1,NC_002745.2,2333616,2334287,-,11
WP_000782736.1,NC_002745.2,2334301,2335083,-,11
WP_001030823.1,NC_002745.2,2335372,2336169,+,11
WP_000146747.1,NC_002745.2,2336341,2337111,-,11
WP_000208742.1,NC_002745.2,2337188,2337742,-,8
WP_000163416.1,NC_002745.2,2337863,2338804,-,11
WP_000735038.1,NC_002745.2,2339202,2340110,-,11
WP_000999205.1,NC_002745.2,2340324,2341478,-,11
WP_000691099.1,NC_002745.2,2341695,2342600,-,8
WP_000545928.1,NC_002745.2,2342860,2343162,+,11
WP_000612126.1,NC_002745.2,2343176,2343586,+,3
WP_000008673.1,NC_002745.2,2343583,2345298,+,11
WP_000634589.1,NC_002745.2,2345311,2345763,+,6
WP_000565254.1,NC_002745.2,2345756,2346445,+,6
WP_000002973.1,NC_002745.2,2346458,2347072,+,11
WP_000344352.1,NC_002745.2,2347072,2347908,+,11
WP_000036076.1,NC_002745.2,2348097,2348444,-,11
WP_000599589.1,NC_002745.2,2348872,2349198,-,11
WP_000032848.1,NC_002745.2,2349262,2350005,-,11
WP_000131842.1,NC_002745.2,2350031,2351986,-,4
WP_000717381.1,NC_002745.2,2352596,2353399,+,11
WP_001789136.1,NC_002745.2,2353417,2353659,-,9
WP_000977739.1,NC_002745.2,2353833,2355233,-,11
WP_000684567.1,NC_002745.2,2355328,2356410,-,11
WP_000206114.1,NC_002745.2,2356658,2357080,+,9
WP_000737705.1,NC_002745.2,2357317,2357817,+,11
WP_000417018.1,NC_002745.2,2358178,2359131,+,11
WP_000684147.1,NC_002745.2,2359223,2360347,-,11
WP_000739224.1,NC_002745.2,2360658,2361434,-,11
WP_000921246.1,NC_002745.2,2361456,2361689,-,9
WP_000840811.1,NC_002745.2,2361917,2362390,-,7
WP_001155278.1,NC_002745.2,2362390,2365344,-,4
WP_000831055.1,NC_002745.2,2365947,2366894,-,11
WP_000130454.1,NC_002745.2,2367027,2367824,-,11
WP_001030125.1,NC_002745.2,2368209,2368901,+,11
WP_000426696.1,NC_002745.2,2368926,2369663,-,8
WP_000606726.1,NC_002745.2,2369712,2370041,+,11
WP_000073195.1,NC_002745.2,2370486,2371358,+,9
WP_000429674.1,NC_002745.2,2371745,2373124,-,8
WP_000917669.1,NC_002745.2,2373404,2373760,+,11
WP_000205307.1,NC_002745.2,2373757,2373942,+,9
WP_000971980.1,NC_002745.2,2374038,2374229,-,8
WP_000285450.1,NC_002745.2,2374240,2374875,-,11
WP_000486810.1,NC_002745.2,2374950,2375867,-,8
WP_000904065.1,NC_002745.2,2376135,2376665,+,9
WP_000991504.1,NC_002745.2,2376731,2378335,-,8
WP_000477989.1,NC_002745.2,2378665,2379429,+,9
WP_001051556.1,NC_002745.2,2379487,2379993,-,11
WP_000451828.1,NC_002745.2,2380160,2381473,-,8
WP_001185190.1,NC_002745.2,2381698,2382267,-,9
WP_000235289.1,NC_002745.2,2382754,2383635,-,11
WP_000523157.1,NC_002745.2,2383746,2384867,-,6
WP_000998753.1,NC_002745.2,2385143,2386381,-,11
WP_001226823.1,NC_002745.2,2386381,2388042,-,11
WP_000691839.1,NC_002745.2,2388202,2389086,+,11
WP_000920239.1,NC_002745.2,2389328,2389747,+,11
WP_000277968.1,NC_002745.2,2390003,2390938,-,11
WP_000794442.1,NC_002745.2,2391228,2392487,+,8
WP_000655864.1,NC_002745.2,2392553,2393239,-,11
WP_000623440.1,NC_002745.2,2393413,2394066,+,11
WP_000634677.1,NC_002745.2,2394302,2395321,-,11
WP_000966695.1,NC_002745.2,2395351,2395677,-,8
WP_001789152.1,NC_002745.2,2395726,2395911,-,11
WP_000548702.1,NC_002745.2,2395895,2397127,-,8
WP_000524830.1,NC_002745.2,2397120,2398019,-,4
WP_000436823.1,NC_002745.2,2398250,2398870,-,8
WP_000348300.1,NC_002745.2,2399269,2399877,+,11
WP_000571591.1,NC_002745.2,2400210,2401418,+,8
WP_001279375.1,NC_002745.2,2401466,2402515,-,11
WP_001185431.1,NC_002745.2,2402546,2403493,-,11
WP_000234727.1,NC_002745.2,2403590,2404081,+,11
WP_000128655.1,NC_002745.2,2404078,2404497,+,11
WP_000620864.1,NC_002745.2,2404605,2405525,-,11
WP_000184229.1,NC_002745.2,2405733,2406371,+,11
WP_000213885.1,NC_002745.2,2406617,2408548,-,8
WP_000738250.1,NC_002745.2,2408561,2409208,-,11
WP_000828569.1,NC_002745.2,2409329,2409883,+,11
WP_000999131.1,NC_002745.2,2410110,2411318,-,8
WP_001792264.1,NC_002745.2,2411428,2411556,-,9
WP_000833794.1,NC_002745.2,2411587,2412969,-,11
WP_000238542.1,NC_002745.2,2413209,2413664,-,11
WP_001549718.1,NC_002745.2,2413859,2414827,+,9
WP_001229920.1,NC_002745.2,2415058,2415723,-,11
WP_000761395.1,NC_002745.2,2415723,2416778,-,11
WP_000249497.1,NC_002745.2,2416914,2417588,+,11
WP_000477338.1,NC_002745.2,2417581,2418954,+,11
WP_000977032.1,NC_002745.2,2419117,2419560,+,4
WP_000793164.1,NC_002745.2,2419557,2420012,+,8
WP_000211366.1,NC_002745.2,2420078,2421556,-,11
WP_000960858.1,NC_002745.2,2421937,2423535,-,11
WP_000595297.1,NC_002745.2,2423852,2425525,+,11
WP_000827010.1,NC_002745.2,2425679,2426293,-,11
WP_000907311.1,NC_002745.2,2426607,2427122,-,11
WP_000573240.1,NC_002745.2,2427313,2428317,+,11
WP_000241607.1,NC_002745.2,2428363,2428764,-,11
WP_001801916.1,NC_002745.2,2429846,2429962,-,9
WP_001253464.1,NC_002745.2,2430067,2430498,-,11
WP_001020016.1,NC_002745.2,2430705,2431982,-,11
WP_000656771.1,NC_002745.2,2432143,2432766,+,7
WP_000633068.1,NC_002745.2,2432812,2433756,+,9
WP_001108116.1,NC_002745.2,2433841,2435283,-,11
WP_000664359.1,NC_002745.2,2435466,2435849,+,11
WP_000128366.1,NC_002745.2,2437337,2439442,+,11
WP_000071904.1,NC_002745.2,2439513,2439935,+,11
WP_000727328.1,NC_002745.2,2440199,2440555,+,11
WP_001173165.1,NC_002745.2,2440873,2442150,-,11
WP_000727537.1,NC_002745.2,2442332,2442697,-,11
WP_000289215.1,NC_002745.2,2443094,2443540,+,11
WP_001797427.1,NC_002745.2,2443756,2444184,+,2
WP_000278556.1,NC_002745.2,2444291,2445460,-,11
WP_000276759.1,NC_002745.2,2445829,2446743,+,11
WP_000332063.1,NC_002745.2,2446722,2447462,+,7
WP_000706315.1,NC_002745.2,2447720,2448373,-,11
WP_000606546.1,NC_002745.2,2448396,2449430,-,11
WP_000186933.1,NC_002745.2,2449454,2449906,-,11
WP_000934155.1,NC_002745.2,2449926,2450603,-,8
WP_000606768.1,NC_002745.2,2450596,2451171,-,11
WP_000692648.1,NC_002745.2,2451164,2452723,-,11
WP_000514408.1,NC_002745.2,2452713,2456402,-,11
WP_000109877.1,NC_002745.2,2456711,2457688,-,11
WP_000448224.1,NC_002745.2,2457679,2457993,-,11
WP_001118725.1,NC_002745.2,2457997,2460402,-,11
WP_001014063.1,NC_002745.2,2460468,2461199,-,6
WP_000169317.1,NC_002745.2,2461429,2461965,-,11
WP_000572038.1,NC_002745.2,2462199,2463023,-,8
WP_000230292.1,NC_002745.2,2463240,2463422,-,9
WP_000153347.1,NC_002745.2,2463506,2463973,-,11
WP_000727772.1,NC_002745.2,2464159,2465706,-,11
WP_000113265.1,NC_002745.2,2466001,2466267,-,4
WP_000584499.1,NC_002745.2,2466267,2466518,-,9
WP_223197974.1,NC_002745.2,2466683,2466763,-,9
WP_000162810.1,NC_002745.2,2466791,2467390,-,11
WP_000819843.1,NC_002745.2,2467409,2467771,-,11
WP_001012225.1,NC_002745.2,2468026,2469276,+,11
WP_000615461.1,NC_002745.2,2469373,2470104,-,11
WP_000479576.1,NC_002745.2,2470101,2470820,-,11
WP_000825921.1,NC_002745.2,2470801,2471580,-,11
WP_000038968.1,NC_002745.2,2471701,2473140,-,11
WP_000762708.1,NC_002745.2,2473314,2473418,+,9
WP_001125208.1,NC_002745.2,2473572,2474258,-,11
WP_000019127.1,NC_002745.2,2474585,2475451,-,11
WP_001789935.1,NC_002745.2,2475881,2475985,-,9
WP_000792559.1,NC_002745.2,2476080,2477390,+,11
WP_000594519.1,NC_002745.2,2477926,2478855,+,11
WP_000916704.1,NC_002745.2,2479422,2480369,+,11
WP_000783428.1,NC_002745.2,2480371,2481348,+,11
WP_000200956.1,NC_002745.2,2481400,2481867,-,11
WP_000286875.1,NC_002745.2,2481878,2482570,-,11
WP_000971550.1,NC_002745.2,2482581,2483696,-,9
WP_001046645.1,NC_002745.2,2483674,2484681,-,11
WP_001110061.1,NC_002745.2,2484683,2486041,-,6
WP_001217926.1,NC_002745.2,2486019,2486705,-,11
WP_223197975.1,NC_002745.2,2486760,2486891,-,9
WP_000486487.1,NC_002745.2,2487158,2488891,-,11
WP_001064825.1,NC_002745.2,2488916,2490679,-,11
WP_000482652.1,NC_002745.2,2491382,2491489,-,9
WP_000779360.1,NC_002745.2,2491623,2492009,-,11
WP_001176863.1,NC_002745.2,2492277,2493419,+,5
WP_000831298.1,NC_002745.2,2493479,2494138,+,11
WP_001192075.1,NC_002745.2,2494320,2495531,+,8
WP_000456486.1,NC_002745.2,2495654,2496127,-,11
WP_001080281.1,NC_002745.2,2496240,2496896,+,11
WP_000690200.1,NC_002745.2,2496959,2497765,-,11
WP_001185695.1,NC_002745.2,2499585,2501663,+,8
WP_000483052.1,NC_002745.2,2501804,2503633,-,8
WP_000208563.1,NC_002745.2,2503865,2505361,+,11
WP_000034497.1,NC_002745.2,2505453,2506304,-,11
WP_000684060.1,NC_002745.2,2506626,2507561,-,11
WP_000381269.1,NC_002745.2,2507787,2509187,-,8
WP_000398941.1,NC_002745.2,2509481,2510176,-,11
WP_000721551.1,NC_002745.2,2510176,2511117,-,11
WP_000569120.1,NC_002745.2,2511134,2511769,-,11
WP_000948974.1,NC_002745.2,2511766,2512992,-,11
WP_001789925.1,NC_002745.2,2513319,2513438,-,9
WP_001791736.1,NC_002745.2,2513518,2513658,-,11
WP_001291518.1,NC_002745.2,2513662,2514261,-,11
WP_001030720.1,NC_002745.2,2514441,2516078,+,11
WP_000700925.1,NC_002745.2,2516387,2517739,+,11
WP_000026189.1,NC_002745.2,2517801,2518988,-,8
WP_000072149.1,NC_002745.2,2519384,2520160,-,11
WP_000923526.1,NC_002745.2,2520153,2520815,-,11
WP_001076673.1,NC_002745.2,2521063,2522139,-,11
WP_000074049.1,NC_002745.2,2522494,2522760,-,11
WP_000587616.1,NC_002745.2,2522760,2523017,-,11
WP_000732076.1,NC_002745.2,2523376,2523831,+,11
WP_000143494.1,NC_002745.2,2523999,2525576,-,11
WP_000072461.1,NC_002745.2,2525771,2526520,+,8
WP_000675401.1,NC_002745.2,2526882,2528075,-,8
WP_000598772.1,NC_002745.2,2528087,2528836,-,11
WP_000173871.1,NC_002745.2,2528829,2529644,-,11
WP_000584759.1,NC_002745.2,2529641,2530510,-,8
WP_000472243.1,NC_002745.2,2530507,2531442,-,11
WP_001229087.1,NC_002745.2,2531455,2533053,-,11
WP_000040588.1,NC_002745.2,2533196,2534497,-,4
WP_001058848.1,NC_002745.2,2534490,2535308,-,11
WP_001081693.1,NC_002745.2,2535319,2536140,-,6
WP_001026122.1,NC_002745.2,2536830,2537597,-,6
WP_000824948.1,NC_002745.2,2537697,2538515,-,11
WP_000202034.1,NC_002745.2,2538750,2540288,+,8
WP_001146763.1,NC_002745.2,2540401,2540823,-,11
WP_001034766.1,NC_002745.2,2541275,2541694,-,11
WP_000038240.1,NC_002745.2,2541721,2542131,-,9
WP_001034758.1,NC_002745.2,2542398,2542820,-,11
WP_000217456.1,NC_002745.2,2543070,2543765,-,11
WP_000220938.1,NC_002745.2,2544054,2544335,+,11
WP_001791851.1,NC_002745.2,2544271,2544456,+,9
WP_001224379.1,NC_002745.2,2544595,2544786,-,9
WP_000581894.1,NC_002745.2,2545347,2546141,-,4
WP_000521959.1,NC_002745.2,2546677,2546964,-,11
WP_000495498.1,NC_002745.2,2546967,2547293,-,11
WP_001044255.1,NC_002745.2,2547293,2548618,-,11
WP_000581871.1,NC_002745.2,2548605,2549399,-,4
WP_000972280.1,NC_002745.2,2549643,2550416,-,4
WP_000972657.1,NC_002745.2,2550528,2551304,-,4
WP_000755946.1,NC_002745.2,2554471,2554863,-,11
WP_001835549.1,NC_002745.2,2554995,2556803,+,11
WP_000678764.1,NC_002745.2,2557087,2557353,+,9
WP_000217714.1,NC_002745.2,2557497,2557805,+,9
WP_001795286.1,NC_002745.2,2557913,2558146,-,11
WP_000998872.1,NC_002745.2,2564122,2564478,-,11
WP_000386367.1,NC_002745.2,2564802,2565545,+,11
WP_000721336.1,NC_002745.2,2565756,2566622,-,11
WP_001557163.1,NC_002745.2,2566795,2568114,-,10
WP_000841404.1,NC_002745.2,2568323,2571208,-,11
WP_000794614.1,NC_002745.2,2571889,2575005,-,11
WP_000481425.1,NC_002745.2,2575474,2576832,-,8
WP_000876638.1,NC_002745.2,2576949,2578502,-,11
WP_000990133.1,NC_002745.2,2578526,2579206,-,11
WP_000074011.1,NC_002745.2,2579359,2580123,-,11
WP_000289136.1,NC_002745.2,2580288,2580980,-,11
WP_001117049.1,NC_002745.2,2581211,2581627,-,11
WP_001557523.1,NC_002745.2,2581766,2583589,-,11
WP_000660710.1,NC_002745.2,2584066,2585343,-,8
WP_000435046.1,NC_002745.2,2585890,2586501,+,11
WP_000538625.1,NC_002745.2,2587019,2587714,+,11
WP_000536961.1,NC_002745.2,2587716,2588486,+,9
WP_000192172.1,NC_002745.2,2588859,2590823,+,4
WP_001549787.1,NC_002745.2,2591165,2592244,+,8
WP_000400021.1,NC_002745.2,2592349,2592942,-,6
WP_000609346.1,NC_002745.2,2592973,2593932,-,11
WP_000376235.1,NC_002745.2,2594010,2594444,-,11
WP_000067116.1,NC_002745.2,2594670,2594954,+,9
WP_000863968.1,NC_002745.2,2595125,2595931,+,11
WP_000069098.1,NC_002745.2,2596052,2596723,-,11
WP_000161545.1,NC_002745.2,2596993,2597985,+,11
WP_000237528.1,NC_002745.2,2598232,2599032,-,11
WP_000773921.1,NC_002745.2,2599352,2599987,+,9
WP_001801924.1,NC_002745.2,2599993,2600724,+,9
WP_000759366.1,NC_002745.2,2600886,2601506,-,11
WP_000617356.1,NC_002745.2,2601700,2602191,+,11
WP_001549802.1,NC_002745.2,2602335,2602505,-,9
WP_031762133.1,NC_002745.2,2602567,2602665,-,9
WP_000460421.1,NC_002745.2,2602684,2603583,-,11
WP_001140234.1,NC_002745.2,2603597,2604277,-,11
WP_000353630.1,NC_002745.2,2604280,2605323,-,11
WP_001177186.1,NC_002745.2,2605873,2606076,+,9
WP_072362001.1,NC_002745.2,2606259,2607194,+,8
WP_001228167.1,NC_002745.2,2607275,2608243,-,11
WP_000240663.1,NC_002745.2,2608364,2608720,-,11
WP_000206031.1,NC_002745.2,2608762,2609172,-,11
WP_000473678.1,NC_002745.2,2609552,2611618,-,11
WP_001062663.1,NC_002745.2,2611919,2613658,-,11
WP_001001019.1,NC_002745.2,2613709,2614398,-,8
WP_000549734.1,NC_002745.2,2614391,2614786,-,1
WP_000351761.1,NC_002745.2,2614999,2615877,-,11
WP_000011687.1,NC_002745.2,2616044,2616262,+,11
WP_000455861.1,NC_002745.2,2616652,2617083,+,1
WP_001190998.1,NC_002745.2,2617222,2618499,-,11
WP_000151982.1,NC_002745.2,2618754,2619920,+,11
WP_000455988.1,NC_002745.2,2620085,2620606,-,11
WP_001058993.1,NC_002745.2,2621015,2623120,+,11
WP_000111117.1,NC_002745.2,2623189,2623359,-,9
WP_000432915.1,NC_002745.2,2623372,2625366,-,11
WP_000932073.1,NC_002745.2,2625378,2625605,-,11
WP_001051420.1,NC_002745.2,2625821,2628310,-,11
WP_000665238.1,NC_002745.2,2628455,2629003,+,9
WP_001791990.1,NC_002745.2,2629080,2629247,-,9
WP_000259692.1,NC_002745.2,2629359,2630903,-,11
WP_000136487.1,NC_002745.2,2631093,2631692,-,11
WP_001221404.1,NC_002745.2,2631931,2632122,+,9
WP_000024139.1,NC_002745.2,2632362,2634770,+,11
WP_000076661.1,NC_002745.2,2635308,2635514,+,9
WP_000161369.1,NC_002745.2,2635605,2636603,-,11
WP_000625061.1,NC_002745.2,2636626,2637780,-,11
WP_000686168.1,NC_002745.2,2638208,2639716,-,11
WP_000178308.1,NC_002745.2,2639728,2640591,-,11
WP_000871744.1,NC_002745.2,2640628,2641755,-,11
WP_000160471.1,NC_002745.2,2641761,2643254,-,11
