PICI_ID_allsets,All_Functions
ESCO001.0321.00278.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00290.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.00308.C001.PICI.TypeB.variant0003,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DUF927 domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00309.C001.CFPICI.TypeB.variant0001,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)']"
ESCO001.0321.00310.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00319.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.00351.C001.PICI.TypeB.variant0003,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DUF927 domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00352.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.00353.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.00354.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00357.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)', 'site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00358.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.00359.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.00361.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)', 'site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
