gene_id	function	pici_id
WLQYMNQG_CDS_0255	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0256	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0257	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0258	excisionase and transcriptional regulator	MYTU002.0321.00164.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0259	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0260	integrase	MYTU002.0321.00164.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0261	hypothetical protein	MYTU002.0321.00164.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0262	integrase	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0263	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0264	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0265	excisionase and transcriptional regulator	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0266	transcriptional repressor	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0267	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0268	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0269	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0270	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0271	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0272	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0273	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0274	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0275	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0276	major head protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0277	head decoration	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0278	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0279	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0280	hypothetical protein	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0281	terminase small subunit	ESCO001.0321.01009.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0282	terminase small subunit	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0283	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0284	head decoration	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0285	major head protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0286	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0287	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0288	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0289	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0290	single strand DNA binding protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0291	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0292	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0293	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0294	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0295	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0296	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0297	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0298	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0299	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0300	Arc-like repressor	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0301	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0302	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0303	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0304	hypothetical protein	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0305	integrase	ESCO001.0321.00668.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0306	integrase	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0307	hypothetical protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0308	excisionase and transcriptional regulator	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0309	transcriptional repressor	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0310	hypothetical protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0311	hypothetical protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0312	DNA primase	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0313	hypothetical protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0314	hypothetical protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0315	hypothetical protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0316	hypothetical protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0317	hypothetical protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0318	hypothetical protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0319	major head protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0320	head decoration	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0321	hypothetical protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0322	hypothetical protein	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0323	terminase small subunit	ESCO001.0321.00026.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0324	terminase small subunit	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0325	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0326	head decoration	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0327	major head protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0328	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0329	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0330	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0331	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0332	single strand DNA binding protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0333	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0334	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0335	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0336	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0337	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0338	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0339	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0340	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0341	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0342	Arc-like repressor	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0343	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0344	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0345	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0346	hypothetical protein	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0347	integrase	ESCO001.0321.00568.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0348	major head protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0349	hypothetical protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0350	head scaffolding protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0351	hypothetical protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0352	portal protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0353	terminase large subunit	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0354	hypothetical protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0355	HNH endonuclease	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0356	hypothetical protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0357	hypothetical protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0358	hypothetical protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0359	hypothetical protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0360	hypothetical protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0361	integrase	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0362	hypothetical protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0363	hypothetical protein	MYCH002.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0364	terminase small subunit	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0365	hypothetical protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0366	spore coat protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0367	hypothetical protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0368	hypothetical protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0369	hypothetical protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0370	hypothetical protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0371	hypothetical protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0372	hypothetical protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0373	hypothetical protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0374	DNA primase/helicase	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0375	DNA polymerase/primase	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0376	hypothetical protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0377	hypothetical protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0378	hypothetical protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0379	HTH DNA binding protein	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0380	transcriptional repressor	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0381	transcriptional repressor	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0382	integrase	STAU002.0321.00081.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_0383	major head protein	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0384	head maturation protease	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0385	hypothetical protein	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0386	terminase small subunit	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0387	hypothetical protein	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0388	hypothetical protein	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0389	hypothetical protein	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0390	DNA primase	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0391	hypothetical protein	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0392	hypothetical protein	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0393	hypothetical protein	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0394	integrase	MYTU002.0321.00229.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_0395	integrase	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0396	enterotoxin type A / speL	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0397	enterotoxin type A / speL	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0398	transcriptional repressor	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0399	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0400	transcriptional regulator	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0401	DNA binding protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0402	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0403	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0404	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0405	DNA polymerase/primase	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0406	DNA helicase	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0407	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0408	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0409	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0410	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0411	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0412	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0413	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0414	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0415	spore coat protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0416	hypothetical protein	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0417	terminase small subunit	STAU002.0321.00583.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0418	integrase	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0419	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0420	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0421	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0422	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0423	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0424	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0425	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0426	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0427	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0428	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0429	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0430	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0431	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0432	single strand DNA binding protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0433	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0434	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0435	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0436	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0437	major head protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0438	head decoration	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0439	hypothetical protein	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0440	terminase small subunit	ESCO001.0321.01293.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_0441	major head protein	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0442	head maturation protease	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0443	hypothetical protein	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0444	terminase small subunit	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0445	hypothetical protein	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0446	hypothetical protein	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0447	hypothetical protein	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0448	hypothetical protein	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0449	hypothetical protein	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0450	excisionase and transcriptional regulator	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0451	hypothetical protein	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0452	integrase	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0453	hypothetical protein	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0454	integrase	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0455	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0456	transcriptional repressor	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0457	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0458	DNA binding protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0459	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0460	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0461	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0462	DNA helicase	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0463	DNA polymerase/primase	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0464	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0465	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0466	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0467	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0468	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0469	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0470	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0471	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0472	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0473	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0474	spore coat protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0475	hypothetical protein	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0476	terminase small subunit	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_0477	major head protein	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0478	head maturation protease	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0479	hypothetical protein	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0480	terminase small subunit	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0481	hypothetical protein	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0482	hypothetical protein	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0483	hypothetical protein	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0484	hypothetical protein	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0485	hypothetical protein	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0486	excisionase and transcriptional regulator	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0487	hypothetical protein	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0488	integrase	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0489	hypothetical protein	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0490	major head protein	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0491	head maturation protease	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0492	hypothetical protein	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0493	terminase small subunit	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0494	hypothetical protein	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0495	hypothetical protein	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0496	hypothetical protein	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0497	hypothetical protein	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0498	hypothetical protein	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0499	excisionase and transcriptional regulator	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0500	hypothetical protein	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0501	integrase	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0502	hypothetical protein	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
WLQYMNQG_CDS_0503	major head protein	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0504	hypothetical protein	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0505	DNA primase	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0506	DNA polymerase/primase	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0507	hypothetical protein	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0508	hypothetical protein	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0509	hypothetical protein	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
WLQYMNQG_CDS_0510	hypothetical protein	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
