Description	Count	contig
transcription regulation	0	ESCO001.0321.01293.C001.PICI.TypeA.Set1
unknown function	18	ESCO001.0321.01293.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.01293.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.01293.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.01293.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.01293.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.01293.C001.PICI.TypeA.Set1
CDS	13	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
other	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
tail	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
unknown function	8	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYTU002.0321.00158.C001.PICI.TypeB.variant0003.Set1
CDS	23	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
connector	0	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
head and packaging	2	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
lysis	0	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
other	0	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
tail	0	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
transcription regulation	1	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
unknown function	16	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STAU002.0321.00024.C001.PICI.TypeB.variant0002.Set1
CDS	13	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
other	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
tail	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
unknown function	8	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYTU002.0321.00112.C001.PICI.TypeB.variant0003.Set1
CDS	13	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
other	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
tail	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
unknown function	8	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYTU002.0321.00273.C001.PICI.TypeB.variant0003.Set1
CDS	34	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
connector	0	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	2	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
head and packaging	1	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
integration and excision	1	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
lysis	0	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	1	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
other	0	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
tail	0	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
transcription regulation	5	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
unknown function	24	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	LACR001.0321.00002.C001.PICI.TypeB.variant0001.Set1
CDS	18	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
connector	0	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
head and packaging	1	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
integration and excision	1	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
lysis	0	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
other	0	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
tail	0	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
transcription regulation	1	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
unknown function	14	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	ESCO001.0321.00917.C001.PICI.TypeB.variant0001.Set1
CDS	12	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
connector	0	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	3	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
head and packaging	1	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
integration and excision	1	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
lysis	0	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
other	0	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
tail	0	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
transcription regulation	0	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
unknown function	7	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	MESP018.0321.00001.C001.PICI.TypeB.variant0001.Set1
CDS	24	ESCO001.0321.00682.C001.PICI.TypeA.Set1
connector	0	ESCO001.0321.00682.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00682.C001.PICI.TypeA.Set1
head and packaging	3	ESCO001.0321.00682.C001.PICI.TypeA.Set1
integration and excision	1	ESCO001.0321.00682.C001.PICI.TypeA.Set1
lysis	0	ESCO001.0321.00682.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00682.C001.PICI.TypeA.Set1
other	0	ESCO001.0321.00682.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.00682.C001.PICI.TypeA.Set1
transcription regulation	1	ESCO001.0321.00682.C001.PICI.TypeA.Set1
unknown function	18	ESCO001.0321.00682.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.00682.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.00682.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.00682.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.00682.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.00682.C001.PICI.TypeA.Set1
CDS	24	ESCO001.0321.01342.C001.PICI.TypeA.Set1
connector	0	ESCO001.0321.01342.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.01342.C001.PICI.TypeA.Set1
head and packaging	3	ESCO001.0321.01342.C001.PICI.TypeA.Set1
integration and excision	1	ESCO001.0321.01342.C001.PICI.TypeA.Set1
lysis	0	ESCO001.0321.01342.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.01342.C001.PICI.TypeA.Set1
other	0	ESCO001.0321.01342.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.01342.C001.PICI.TypeA.Set1
transcription regulation	1	ESCO001.0321.01342.C001.PICI.TypeA.Set1
unknown function	18	ESCO001.0321.01342.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.01342.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.01342.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.01342.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.01342.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.01342.C001.PICI.TypeA.Set1
CDS	16	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
connector	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
head and packaging	3	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
integration and excision	1	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
lysis	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
other	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
tail	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
transcription regulation	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
unknown function	11	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
tRNAs	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
CRISPRs	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
tmRNAs	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
CARD_AMR_Genes	0	MYTU002.0321.00163.C001.PICI.TypeB.variant0004.Set1
CDS	42	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
connector	0	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	4	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
head and packaging	5	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
integration and excision	4	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
lysis	0	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
other	1	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
tail	0	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
transcription regulation	2	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
unknown function	26	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
tRNAs	1	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	TRSP003.0321.00002.C001.PICI.TypeB.variant0001.Set1
CDS	24	ESCO001.0321.01318.C001.PICI.TypeA.Set1
connector	0	ESCO001.0321.01318.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.01318.C001.PICI.TypeA.Set1
head and packaging	3	ESCO001.0321.01318.C001.PICI.TypeA.Set1
integration and excision	1	ESCO001.0321.01318.C001.PICI.TypeA.Set1
lysis	0	ESCO001.0321.01318.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.01318.C001.PICI.TypeA.Set1
other	0	ESCO001.0321.01318.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.01318.C001.PICI.TypeA.Set1
transcription regulation	1	ESCO001.0321.01318.C001.PICI.TypeA.Set1
unknown function	18	ESCO001.0321.01318.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.01318.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.01318.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.01318.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.01318.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.01318.C001.PICI.TypeA.Set1
CDS	12	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
connector	0	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	1	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
head and packaging	1	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
integration and excision	1	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
lysis	0	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
other	0	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
tail	0	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
transcription regulation	0	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
unknown function	9	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	MYNO002.0321.00001.C001.PICI.TypeB.variant0001.Set1
CDS	19	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
connector	0	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
head and packaging	2	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
lysis	0	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
other	0	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
tail	0	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
transcription regulation	2	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
unknown function	11	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STAU002.0321.00327.C001.PICI.TypeB.variant0002.Set1
CDS	12	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
connector	0	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	1	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
head and packaging	2	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
other	0	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
tail	0	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
unknown function	7	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYHI001.0321.00001.C001.PICI.TypeB.variant0003.Set1
CDS	25	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
connector	0	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
head and packaging	2	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
lysis	0	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	2	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
other	1	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
tail	0	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
transcription regulation	2	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
unknown function	14	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STAU002.0321.00141.C001.PICI.TypeB.variant0002.Set1
CDS	8	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
connector	0	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	1	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
head and packaging	1	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
integration and excision	1	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
lysis	0	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
other	0	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
tail	0	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
transcription regulation	1	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
unknown function	4	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	TISP001.0321.00001.C001.PICI.TypeB.variant0001.Set1
CDS	13	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
connector	0	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
head and packaging	3	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
integration and excision	1	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
lysis	0	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
other	0	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
tail	0	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
transcription regulation	0	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
unknown function	8	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
tRNAs	0	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
CRISPRs	0	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
tmRNAs	0	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
CARD_AMR_Genes	0	MYTU002.0321.00053.C001.PICI.TypeB.variant0004.Set1
CDS	24	ESCO001.0321.01372.C001.PICI.TypeA.Set1
connector	0	ESCO001.0321.01372.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.01372.C001.PICI.TypeA.Set1
head and packaging	3	ESCO001.0321.01372.C001.PICI.TypeA.Set1
integration and excision	1	ESCO001.0321.01372.C001.PICI.TypeA.Set1
lysis	0	ESCO001.0321.01372.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.01372.C001.PICI.TypeA.Set1
other	0	ESCO001.0321.01372.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.01372.C001.PICI.TypeA.Set1
transcription regulation	1	ESCO001.0321.01372.C001.PICI.TypeA.Set1
unknown function	18	ESCO001.0321.01372.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.01372.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.01372.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.01372.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.01372.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.01372.C001.PICI.TypeA.Set1
CDS	13	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
connector	0	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
head and packaging	3	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
integration and excision	1	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
lysis	0	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
other	0	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
tail	0	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
transcription regulation	0	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
unknown function	8	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
tRNAs	0	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
CRISPRs	0	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
tmRNAs	0	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
CARD_AMR_Genes	0	MYTU002.0321.00095.C001.PICI.TypeB.variant0004.Set1
